file_name,Tokens,ner_tags,Labels,number_of_tokens,Language,source,Label_counts,number_of_annotations,doi,sentence_id
96247.txt,"['Erläuterungen', 'zu', 'den', 'ICES', 'Codes', 'in', 'der', 'angehängten', 'Datei', 'findet', 'man', 'hier', ':', 'https://www.ices.dk/data/vocabularies/Pages/default.aspx', '\n\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",15,de,OpenAgrar,Counter(),0,10.3220/DATA20240521152215-0,96247-8
97455.txt,"['Title', ':', '\n', 'Nadelschnittholz', '-', 'getrocknet', '(', 'Durchschnitt', 'DE', '):', 'ÖKOBAUDAT', 'Version', '2021', '-', 'I', 'vom', '04.01.2021', '\n\n', 'Abstract', ':', '\n', 'Repräsentativer', 'Ökobilanzdatensatz', 'für', 'Nadelschnittholz', '–', 'getrocknet', 'gemäß', 'EN', '15804:2012', 'Methode', ':', 'ISO', 'EN', '14040:2006', ',', 'EN', '15804:2012', 'Dateiformat', ':', 'ILCD', '-', 'Format', 'ÖKOBAUDAT', 'UUID', ':', '07a5482a', '-', 'fa4a-484d-8929', '-', 'b6f6dfd6be3e', 'Empfohlene', 'Zitierung', ':', 'Janke', 'S', ',', 'Rüter', 'S', '(', '2021', ')', 'Nadelschnittholz', '-', 'getrocknet', '(', 'Durchschnitt', 'DE', ')', ',', 'In', ':', 'ÖKOBAUDAT', ',', 'Version', '2021', '-', 'I', 'vom', '04.01.2021', ',', 'Bundesministerium', 'des', 'Innern', ',', 'für', 'Bau', 'und', 'Heimat', '(', 'BMI', ')', ',', 'www.oekobaudat.de', '\n\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-startTime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-city', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",95,de,OpenAgrar,"Counter({'startTime': 1, 'city': 1})",2,10.3220/DATA20240701153556-0,97455-0
98273.txt,"['Title', ':', '\n', 'Historical', 'land', 'use', 'and', 'landscape', 'metrics', 'of', 'grassland', 'EP', '\n\n', 'Abstract', ':', '\n', 'The', 'dataset', 'comprises', 'various', 'landscape', 'metrics', 'based', 'on', 'GIS', 'layers', 'derived', 'from', 'historical', 'topographic', 'maps', 'of', 'the', '19th', 'and', '20th', 'century', '(', 'ca', '.', '1850', ',', '1930', ',', '1960', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 7, 0, 7, 0, 7, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-startTime', 'O', 'B-startTime', 'O', 'O', 'O', 'O', 'B-startTime', 'O', 'B-startTime', 'O', 'B-startTime', 'O', 'O']",47,en,OpenAgrar,Counter({'startTime': 5}),5,,98273-0
98273.txt,"['Additionally', ',', 'landscape', 'metrics', 'from', '2008', 'are', 'provided', 'based', 'on', 'modified', 'versions', 'of', 'the', 'biotope', 'layers', 'from', 'the', 'dataset', ""'"", 'Landscape', 'heterogeneity', 'metrics', ""'"", '(', 'BExIS', 'ID', '24046', ')', '.']","[0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'B-startTime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",30,en,OpenAgrar,Counter({'startTime': 1}),1,,98273-1
98273.txt,"['The', 'metrics', 'were', 'calculated', 'on', 'circular', 'buffers', 'around', 'Experimental', 'Plots', '(', 'EP', ')', 'with', 'radii', 'of', '100', ',', '250', ',', '500', ',', '1000', 'and', '2000', 'm.', 'Further', ',', 'patch', '-', 'level', 'metrics', 'and', 'historical', 'land', '-', 'use/', 'land', '-', 'cover', 'type', 'of', 'the', 'grassland', 'sites', 'on', 'which', 'the', 'EP', 'were', 'located', 'are', 'included', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",54,en,OpenAgrar,Counter(),0,,98273-2
98273.txt,"['The', 'landscape', 'metrics', 'of', 'this', 'dataset', 'are', 'listed', 'below', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10,en,OpenAgrar,Counter(),0,,98273-3
98273.txt,"['Patch', '-', 'level', 'metrics', '(', 'only', 'for', 'the', 'central', 'patches', 'containing', 'the', 'grassland', 'EP', '):', 'patch', 'area', ',', 'perimeter', ',', 'shape', 'index', ',', 'nearest', '-', 'neighbour', 'distance', ',', 'proximity', 'index', 'and', 'Hanski', 'index', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",34,en,OpenAgrar,Counter(),0,,98273-4
98273.txt,"['Class', '-', 'level', 'metrics', '(', 'calculated', 'for', 'each', 'land', 'use/', 'land', 'cover', 'class', 'within', 'circular', 'buffers', 'around', 'EP', '):', 'total', 'class', 'area', ',', 'proportional', 'class', 'area', ',', 'mean', 'patch', 'area', ',', 'area', '-', 'weighted', 'mean', 'patch', 'area', ',', 'patch', 'number', ',', 'total', 'edge', ',', 'edge', 'density', ',', 'mean', 'shape', 'index', ',', 'mean', 'nearest', '-', 'neighbour', 'distance', ',', 'median', 'proximity', 'index', ',', 'median', 'Hanski', 'index', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",65,en,OpenAgrar,Counter(),0,,98273-5
98273.txt,"['Landscape', '-', 'level', 'metrics', '(', 'calculated', 'for', 'the', 'whole', 'landscape', 'within', 'circular', 'buffers', 'around', 'EP', '):', 'patch', 'density', ',', 'edge', 'density', ',', 'Shannon', 'diversity', ',', 'Shannon', 'evenness', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",28,en,OpenAgrar,Counter(),0,,98273-6
98273.txt,"['For', 'more', 'information', 'on', 'the', 'landscape', 'metrics', ',', 'please', 'see', 'the', 'word', 'document', '""', 'Metadata_LandMetrics', '""', 'that', 'is', 'included', 'in', 'the', 'zip', 'folder', 'of', 'this', 'dataset', '.', '\n\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",28,en,OpenAgrar,Counter(),0,,98273-7
96273.txt,"['Title', ':', '\n', 'Brettschichtholz', '-', 'Standardformen', '(', 'Durchschnitt', 'DE', '):', 'ÖKOBAUDAT', 'Version', '2021', '-', 'II', 'vom', '07.06.2021', '\n\n', 'Abstract', ':', '\n', 'Repräsentativer', 'Ökobilanzdatensatz', 'für', 'Brettschichtholz', '-', 'Standardformen', 'gemäß', 'EN', '15804:2012+A2:2019', 'Methode', ':', 'ISO', 'EN', '14040:2006', ',', 'EN', '15804:2012+A2:2019', 'Dateiformat', ':', 'ILCD', '-', 'Format', 'und', 'EPD', '-', 'Datenformaterweiterungen', 'v1.2', 'ÖKOBAUDAT', 'UUID', ':', 'c364d223', '-', 'fd4c-48e7', '-', 'ba60', '-', '9940aa74d098', 'Empfohlene', 'Zitierung', ':', 'Janke', 'S', ',', 'Rüter', 'S', '(', '2021', ')', 'Brettschichtholz', '-', 'Standardformen', '(', 'Durchschnitt', 'DE', ')', ',', 'In', ':', 'ÖKOBAUDAT', ',', 'Version', '2021', '-', 'II', 'vom', '07.06.2021', ',', 'Bundesministerium', 'des', 'Innern', ',', 'für', 'Bau', 'und', 'Heimat', '(', 'BMI', ')', ',', 'www.oekobaudat.de', '\n\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-startTime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-city', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",102,de,OpenAgrar,"Counter({'startTime': 1, 'city': 1})",2,10.3220/DATA20240522105912-0,96273-0
a1338d57-5e8a-49d2-b1f8-5fdec45ea2e0.txt,"['Title', ':', '\n ', 'Phytopathogenic', 'fungi', 'Fusarium', 'and', 'Alternaria', 'on', 'the', 'body', 'surface', 'of', 'carabid', 'beetles', 'in', 'wheat', 'fields', '\n', 'Abstract_text_1', ':', '\n ', 'Phytopathogenic', 'fungi', 'Fusarium', 'and', 'Alternaria', 'on', 'the', 'body', 'surface', 'of', 'carabid', 'beetles', 'in', 'wheat', 'fields', '.', '\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-cropSpecies', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-cropSpecies', 'O', 'O', 'O']",39,en,BonaRes,Counter({'cropSpecies': 2}),2,https://doi.org/10.4228/zalf-fqzh-8z64,a1338d57-5e8a-49d2-b1f8-5fdec45ea2e0-0
a1338d57-5e8a-49d2-b1f8-5fdec45ea2e0.txt,"['Abstract_text_2', ':', '\n ', 'We', 'collected', 'carabid', 'beetles', 'with', 'pitfall', 'traps', 'in', 'wheat', 'fields', 'near', 'kettle', 'holes', 'and', 'determined', 'their', 'fungal', 'load', 'by', 'removing', 'viable', 'fungal', 'propagules', 'from', 'the', 'body', 'surface', 'via', 'a', 'washing', 'process', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-cropSpecies', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",35,en,BonaRes,Counter({'cropSpecies': 1}),1,https://doi.org/10.4228/zalf-fqzh-8z64,a1338d57-5e8a-49d2-b1f8-5fdec45ea2e0-1
a1338d57-5e8a-49d2-b1f8-5fdec45ea2e0.txt,"['The', 'work', 'was', 'associated', 'with', 'the', 'BioMove', 'Project', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",9,en,BonaRes,Counter(),0,https://doi.org/10.4228/zalf-fqzh-8z64,a1338d57-5e8a-49d2-b1f8-5fdec45ea2e0-2
a1338d57-5e8a-49d2-b1f8-5fdec45ea2e0.txt,"['Research', 'domain', ':', 'Ecology', 'of', 'Agricultural', 'Landscapes', 'Research', 'question', ':', 'Do', 'carbid', 'beetles', 'transport', 'phytopathogenic', 'fungi', '?', '\n', 'Keywords', ':', '\n ', 'plant', 'pathology', ',', 'pathogenic', 'fungi', ',', 'Arthropoda', ',', 'plant', 'diseases', ',', 'opendata', ',', 'ground', '-', 'dwelling', 'arthropods', ',', 'plant', 'disease', 'spread', ',', 'Bodennutzung', ',', 'Germany', ',', 'Brandenburg', ',', 'Uckermark', ',', 'Quillow', '\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 11, 0, 21, 0, 21, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-country', 'O', 'B-city', 'O', 'B-region', 'O', 'B-region', 'O']",53,en,BonaRes,"Counter({'region': 2, 'country': 1, 'city': 1})",4,https://doi.org/10.4228/zalf-fqzh-8z64,a1338d57-5e8a-49d2-b1f8-5fdec45ea2e0-3
97452.txt,"['Title', ':', '\n', 'Mitteldichte', 'Faserplatte', '(', 'Durchschnitt', 'DE', '):', 'ÖKOBAUDAT', 'Version', '2021', '-', 'I', 'vom', '04.01.2021', '\n\n', 'Abstract', ':', '\n', 'Repräsentativer', 'Ökobilanzdatensatz', 'für', 'Mitteldichte', 'Faserplatte', 'gemäß', 'EN', '15804:2012', 'Methode', ':', 'ISO', 'EN', '14040:2006', ',', 'EN', '15804:2012', 'Dateiformat', ':', 'ILCD', '-', 'Format', 'ÖKOBAUDAT', 'UUID', ':', '773510f2', '-', '67d7', '-', '49a0', '-', '89de-3533a6a42844', 'Empfohlene', 'Zitierung', ':', 'Janke', 'S', ',', 'Rüter', 'S', '(', '2021', ')', 'Mitteldichte', 'Faserplatte', '(', 'Durchschnitt', 'DE', ')', ',', 'In', ':', 'ÖKOBAUDAT', ',', 'Version', '2021', '-', 'I', 'vom', '04.01.2021', ',', 'Bundesministerium', 'des', 'Innern', ',', 'für', 'Bau', 'und', 'Heimat', '(', 'BMI', ')', ',', 'www.oekobaudat.de', '\n\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-startTime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-city', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",94,de,OpenAgrar,"Counter({'startTime': 1, 'city': 1})",2,10.3220/DATA20240701145551-0,97452-0
de8188ea-cd6d-40ce-981d-3aa2ead28252.txt,"['Title', ':', '\n ', 'Earthworm', 'data', '2018', 'in', 'agroforestry', 'and', 'monoculture', '-', 'Bonares', '-', 'SIGNAL', '-', 'Projekt', '\n', 'Abstract_text_1', ':', '\n ', 'Earthworm', 'data', '2018', 'in', 'agroforestry', 'and', 'monoculture', '-', 'Bonares', '-', 'SIGNAL', '-', 'Projekt', '.', '\n', 'Abstract_text_2', ':', '\n ', 'Earthworm', 'biomass', 'was', 'determined', 'based', 'on', 'earthworm', 'hand', '-', 'sorting', 'from', 'a', '0.25', 'x', '0.25', 'x', '0.25', 'm', 'soil', 'block', 'in', 'summer', '2018', '.']","[0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0]","['O', 'O', 'O', 'O', 'O', 'B-startTime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-startTime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-startTime', 'I-startTime', 'O']",62,en,BonaRes,Counter({'startTime': 3}),3,https://doi.org/10.20387/bonares-eyt4-dc84,de8188ea-cd6d-40ce-981d-3aa2ead28252-0
de8188ea-cd6d-40ce-981d-3aa2ead28252.txt,"['All', 'earthworms', 'were', 'collected', 'from', 'the', 'soil', ',', 'stored', 'on', 'filterpaper', 'for', '24h', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",14,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-eyt4-dc84,de8188ea-cd6d-40ce-981d-3aa2ead28252-1
de8188ea-cd6d-40ce-981d-3aa2ead28252.txt,"['The', 'earthworms', 'were', 'than', 'weighted', 'after', 'the', 'guts', 'were', 'empty', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",11,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-eyt4-dc84,de8188ea-cd6d-40ce-981d-3aa2ead28252-2
de8188ea-cd6d-40ce-981d-3aa2ead28252.txt,"['Earthworm', 'biomass', 'is', 'given', 'as', 'the', 'sum', 'of', 'all', 'earthworms', 'from', 'one', 'soil', 'block', 'related', 'to', 'a', 'surface', 'area', 'of', '1m2', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",22,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-eyt4-dc84,de8188ea-cd6d-40ce-981d-3aa2ead28252-3
de8188ea-cd6d-40ce-981d-3aa2ead28252.txt,"['Research', 'domain', ':', 'Soil', 'Sciences', 'Dataset', 'version', '1.0', '\n', 'Keywords', ':', '\n ', 'Soil', ',', 'earthworms', ',', 'agricultural', 'practices', ',', 'farming', 'systems', ',', 'agroforestry', ',', 'opendata', ',', 'Boden', '\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",28,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-eyt4-dc84,de8188ea-cd6d-40ce-981d-3aa2ead28252-4
96270.txt,"['Title', ':', '\n', 'Brettschichtholz', '-', 'Sonderformen', '(', 'Durchschnitt', 'DE', '):', 'ÖKOBAUDAT', 'Version', '2021', '-', 'I', 'vom', '04.01.2021', '\n\n', 'Abstract', ':', '\n', 'Repräsentativer', 'Ökobilanzdatensatz', 'für', 'Brettschichtholz', '-', 'Sonderformen', 'gemäß', 'EN', '15804:2012', 'Methode', ':', 'ISO', 'EN', '14040:2006', ',', 'EN', '15804:2012', 'Dateiformat', ':', 'ILCD', '-', 'Format', 'ÖKOBAUDAT', 'UUID', ':', '9b0e3a3a-0f44', '-', '4448', '-', '8ca0', '-', '0e07e31a9100', 'Empfohlene', 'Zitierung', ':', 'Janke', 'S', ',', 'Rüter', 'S', '(', '2021', ')', 'Brettschichtholz', '-', 'Sonderformen', '(', 'Durchschnitt', 'DE', ')', ',', 'In', ':', 'ÖKOBAUDAT', ',', 'Version', '2021', '-', 'I', 'vom', '04.01.2021', ',', 'Bundesministerium', 'des', 'Innern', ',', 'für', 'Bau', 'und', 'Heimat', '(', 'BMI', ')', ',', 'www.oekobaudat.de', '\n\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",97,de,OpenAgrar,Counter(),0,10.3220/DATA20240522100339-0,96270-0
96079.txt,"['Title', ':', '\n', 'Cadmium', 'in', 'Fischen', 'aus', 'der', 'Nord-']","[0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",9,de,OpenAgrar,Counter(),0,10.3220/DATA20240514123058-0,96079-0
96079.txt,"['und', 'Ostsee', '(', '2019', ')', '\n\n']","[0, 0, 0, 7, 0, 0]","['O', 'O', 'O', 'B-startTime', 'O', 'O']",6,de,OpenAgrar,Counter({'startTime': 1}),1,10.3220/DATA20240514123058-0,96079-1
